"Topic_code","Topic_desc","DataSet_code","DataSet_desc","Reporter_code","Reporter_desc","Flow_code","Flow_desc","Indicator_code","Indicator_desc","Partner_code","Partner_desc","Unit_code","Unit_desc","Year","Value","Value_flag","Notes_Export"
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1997,4305400832," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1998,4355917312," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1999,4530251776," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2000,5390970880," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2001,5456975360," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2002,5644497920," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2003,5877890260," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2004,6839723465," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2005,7877476354," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2006,8831709428," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2007,10076617930," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2008,11397432000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2009,10075341000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2010,11853374000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2011,14187379460," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2012,15396827000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2013,15590681000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2014,15726209000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2015,14415986000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",2016,13559120000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",1992,219344000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",1993,235692992," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",1994,298042397," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",1995,399401984," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",1996,552437696," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",1997,636833216," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",1998,715933760," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",1999,782199424," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2000,880352192," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2001,1085623296," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2002,1171560064," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2003,1254679789," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2004,1430643828," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2005,1403236518," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2006,1341354892," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2007,1476090802," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2008,1475302000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2009,1432590000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2010,1603633000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2011,1929636219," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2012,2068761000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2013,1930779000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2014,2005286000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2015,2118596000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MACHPH","  Pharmaceuticals","WL","World","UC","US dollar at current prices",2016,1735691000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",1980,673000000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",1990,16152214395," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",1991,19037920671," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",1992,21546424320," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",1993,25974849536," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",1994,32323168680," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",1995,41576894464," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",1996,51187388416," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",1997,59467243520," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",1998,68040744960," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",1999,81304936448," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2000,98389041152," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2001,95610216448," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2002,94807023616," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2003,94018615342," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2004,104516670845," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2005,114021847824," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2006,135168043087," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2007,139441811400," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2008,153497137000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2009,123966347000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2010,165810265000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2011,183786761460," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2012,201565833000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2013,212565229000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2014,231618979000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2015,235706170000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMT"," Machinery and transport equipment","WL","World","UC","US dollar at current prices",2016,230840082000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1980,55242411," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1981,1243509318," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1982,1069146026," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1983,1413223910," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1984,1757678175," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1985,1557538085," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1986,1364833000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1987,334017156," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1988,538078755," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1989,733868269," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1990,4535454826," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1991,4868323230," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1992,5749571072," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1993,6796123776," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1994,9476922358," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1995,11616281728," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1996,14377049728," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1997,17916955392," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1998,21681953152," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",1999,26484636160," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2000,34042119424," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2001,34408021504," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2002,32249253504," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2003,31212167842," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2004,36231563878," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2005,38043548761," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2006,46586469449," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2007,46986038358," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2008,56347995000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2009,49284972000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2010,60432396000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2011,59790442663," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2012,63438647000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2013,62981762000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2014,64940258000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2015,63222246000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOF","  Office and telecom equipment","WL","World","UC","US dollar at current prices",2016,61582154000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",1992,1172361984," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",1993,1518224000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",1994,2282834232," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",1995,2924059904," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",1996,4241479936," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",1997,6044014080," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",1998,7535548416," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",1999,9760345088," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2000,11756681216," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2001,13215847424," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2002,12192302080," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2003,13323245155," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2004,13885470672," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2005,11623682696," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2006,12283064177," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2007,11467420783," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2008,10340570000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2009,10521432000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2010,15950017000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2011,18690090406," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2012,21068672000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2013,19746220000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2014,23159356000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2015,21040796000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTEP","   Electronic data processing and office equipment","WL","World","UC","US dollar at current prices",2016,22766915000," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTTL","   Telecommunications equipment","WL","World","UC","US dollar at current prices",1992,3833187072," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTTL","   Telecommunications equipment","WL","World","UC","US dollar at current prices",1993,4606796800," ","Coverage: Includes processing zones" 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","X","Exports","MAMTOTTL","   Telecommunications equipment","WL","World","UC","US dollar at current prices",1994,6275812146," ","Coverage: Includes processing zones" 
